id,title,year,priority_year,publication_year,assignees,domains,cpc_groups,cpc_codes,ipc_groups,ipc_codes,concepts,countries,legal_state,focus
64914748,"Process for obtaining electrical energy from carbon fusion, co2 reduction furnace, two turbines and a gas engine",2012,2012,2015,FUNDACION CENTER DE INNOVACION & DESARROLLO TECNOLOGICO,"Engines, pumps, turbines; Environmental technology; Thermal processes and apparatus",B01D; F01K; F23C; F23J; Y02A; Y02C; Y02E,B01D-053/62; F01K-023/00; F23C-006/04; F23J-015/00; Y02A-050/20; Y02C-020/40; Y02E-020/32,B01D; F01K; F23C; F23J,B01D-053/62; F01K-023/00; F23C-006/04; F23J-015/00,,ES,DEAD,
104081456,Preparation and application of cross-linked quaternized polybenzimidazole anion exchange membrane,2022,2022,2025,SICHUAN LANGSHENG NEW ENERGY TECHNOLOGY; SOUTHWEST UNIVERSITY OF SCIENCE & TECHNOLOGY,"Macromolecular chemistry, polymers; Other special machines; Surface technology, coating",B01D; B01J; C08G; C08J; C08L; C25B; H01M,B01D-067/00/06; B01D-2325/42; B01J-035/00/33; C08G-073/18; C08J-005/18; C08J-005/22/56; C08J-005/22/87; C08J-005/22/93; C08J-2379/04; C08J-2479/04,C08J; C08L; C25B,C08J-005/22; C08L-079/04; C25B-001/23; C25B-013/08,ANION EXCHANGE MEMBRANE; CROSSLINKING TYPE QUATERNIZED POLYBENZIMIDAZOLE; ELECTROCATALYSIS; ELECTROCATALYTIC REDUCTION; MIDDLE FILM ELECTRODE; MIDDLE FILM ELECTRODE SEPARATOR; POLYBENZIMIDAZOLE ANION EXCHANGE MEMBRANE,CN,ALIVE,AEM; Non-noble candidate
46248577,"(WO2013/157097) Source gas manufacturing method, fuel manufacturing method, and device therefor",2012,2012,2015,TOYOTA MOTOR,"Basic materials chemistry; Surface technology, coating",C25B; Y02E,C25B-001/02; C25B-001/23; C25B-009/00; C25B-015/029; Y02E-060/36,C10G; C25B,C10G-002/00; C25B-001/02; C25B-003/25,ELECTROLYZER; ELECTROLYZER ELECTROLYTE; FUEL MANUFACTURE; FUEL PRODUCTION METHOD; GAS MANUFACTURE,WO; JP,DEAD,Non-noble candidate
14919739,Electrochemical cell for the production of synthesis gas using atmospheric air and water,2005,2005,2017,CERAMATEC; FIELD UPGRADING,"Electrical machinery, apparatus, energy; Materials, metallurgy; Surface technology, coating",C25B; H01M; Y02E,C25B-001/00; C25B-001/02; C25B-001/04; C25B-009/20/6; C25B-009/77; H01M-2008/1293; Y02E-060/36; Y02E-060/364; Y02E-060/366; Y02E-060/50,C01B; C25B; C25C; C25D; H01M,C01B-003/04; C25B-001/02; C25B-001/16; C25B-009/17; C25B-009/19; C25B-009/23; C25C-007/00; C25D-017/00,ANODE CHAMBER; ATMOSPHERIC AIR; CARBON DIOXIDE COELECTROLYTE; CATHODE CHAMBER,US,ALIVE,Non-noble candidate
115547269,(WO2025/165427) Co2 mitigation system and method of use,2024,2024,2025,UTILITY GLOBAL,"Surface technology, coating",B01D; C25B,B01D-053/32/6; B01D-2257/504; C25B-001/01; C25B-001/23; C25B-011/077; C25B-011/091; C25B-013/05; C25B-013/07; C25B-015/081,C25B,C25B-001/02; C25B-003/26; C25B-011/04; C25B-015/08,CARBON CAPTURE; CO2 MITIGATION; LAO 75SRO 25CRO 5MNO; LAO 4SRO 6TIO 4MNO; ANODE EXHAUST; ELECTROLYTE CONDUCT; ELECTROLYTE CONDUCT OXIDE ION; CARBONACEOUS GAS; STEAM INTRODUCTION; ELECTROLYTE,US,ALIVE,Non-noble candidate
114892955,CO2 direct air trapping and reducing integrated device,2025,2025,2025,HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,Environmental technology,B01D,B01D-053/62; B01D-053/78; B01D-053/96; B01D-2257/504,B01D,B01D-053/62; B01D-053/78; B01D-053/96,AIR TRAPPING; ENTRAPPING AIR; PROTON MEMBRANE; REPLACING MEA SOLUTION; MEA SOLUTION VOLATILITY; CATHODE CHAMBER; MEA SOLUTION; ANODE SOLUTION; AUXILIARY EQUIPMENT; NANOPARTICLE CATALYST,CN,ALIVE,MEA; Non-noble candidate
108835141,Process for preparing carbon monoxide by electrolyzing carbon dioxide through high-temperature solid oxide,2023,2023,2024,SHANGHAI YIJING HYDROGEN ENERGY TECHNOLOGY,"Surface technology, coating",,,C25B,C25B-001/23; C25B-009/17; C25B-009/19; C25B-009/60,ELECTRIC PILE; HIGH TEMPERATURE SOLID OXIDE; SOLID OXIDE; MOLECULAR SIEVE ADSORPTION TOWER; PILE MATURITY; PLACEMENT CENTRALIZATION; CARBON MONOXIDE SEPARATION; APATITE ELECTROLYTE; PEROVSKITE ELECTROLYTE; CARBON DIOXIDE ELECTROLYSIS,CN,ALIVE,Non-noble candidate
112177579,(WO2024/233461) Carbon dioxide/carbon monoxide electroreduction system with gas-liquid recirculation,2023,2023,2025,JOHNS HOPKINS UNIVERSITY,"Organic fine chemistry; Surface technology, coating",C25B,C25B-001/23; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/15; C25B-009/19; C25B-011/032; C25B-011/037; C25B-011/075; C25B-011/077,C07C; C25B,C07C-045/49; C07C-051/15; C07C-053/02; C25B-003/07; C25B-003/26; C25B-009/15; C25B-009/19; C25B-009/23,CARBON MONOXIDE ELECTROREDUCTION; GAS LIQUID RECIRCULATION; GAS REGENERATION; LIQUID RECIRCULATION; UNREACTED REACTANT,US,ALIVE,
116285153,Preparation method of imidazole anion exchange membrane for electrochemical carbon dioxide reduction,2025,2025,2025,SHAANXI UNIVERSITY OF SCIENCE & TECHNOLOGY,"Chemical engineering; Macromolecular chemistry, polymers; Other special machines; Surface technology, coating",B01D; B01J; C02F; C08F; C08J; C08L; C25B; H01M; Y02P,B01D-061/42/2; B01D-061/44; B01D-065/10; B01D-067/00/06; B01D-069/02; B01D-069/12/5; B01D-071/06; B01D-071/62; B01D-071/80; B01D-071/82,B01D; B01J; C08F; C08J; C08L; C25B,B01D-067/00; B01D-069/02; B01D-071/62; B01J-041/13; C08F-008/30; C08F-212/08; C08F-212/14; C08J-005/22,ANION EXCHANGE MEMBRANE; CARBON DIOXIDE REDUCTION; IMIDAZOLE; IMIDAZOLE ANION EXCHANGE MEMBRANE; OCEAN ACIDIFICATION; STYRENE COPOLYMER; INDUSTRIALIZATION RAPID DEVELOPMENT; IMIDAZOLE COMPOUND; CU CATALYST; AZOBISBENZOYL PEROXIDE,CN,ALIVE,AEM; Non-noble candidate
87032374,"Hollow structure catalyst for electrochemical reduction of carbon dioxide into carbon monoxide, and preparation method o...",2019,2019,2019,SOUTHEAST UNIVERSITY,"Chemical engineering; Surface technology, coating",B01J; C25B,B01J-027/24; B01J-035/33; B01J-035/40; C25B-001/00; C25B-011/051; C25B-011/091,B01J; C25B,B01J-027/24; B01J-035/00; C25B-001/00; C25B-011/06; C25B-011/12,CATALYST; ELECTROCHEMICAL REDUCTION CATALYST; HOLLOW STRUCTURE CATALYST; METHANEDIONE; METHANEDIONE ELECTROCHEMICAL REDUCTION; METHANEDIONE ELECTROCHEMICAL REDUCTION CATALYST; WORKING ELECTRODE; METHANEDIONE RECYCLING; CARBONIZING CU; MATERIAL2CATALYTIC REDUCTION PERFORMANCE MORPHOLOGY,CN,DEAD,Non-noble candidate
112262309,Co2 and h2o co-electrolyser system,2023,2023,2026,EPFL - ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,"Basic materials chemistry; Environmental technology; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",B01D; B01J; C01B; C01C; C01F; C07C; C10G; C10J; C10L; C25B; E21B; F01K; F04B; F23J; F25J; Y02C; Y02E; Y02P,B01D-053/12; B01D-053/14/25; B01D-053/14/75; B01D-053/14/93; B01D-053/18/5; B01D-053/22; B01D-053/32/6; B01D-053/50/1; B01D-053/62; B01D-053/78,B01D; C01B; C01F; C07C; C10L; C25B,B01D-053/14; C01B-032/60; C01F-005/24; C07C-001/04; C10L-003/08; C25B-001/01; C25B-001/04; C25B-001/23,AEM ELECTROLYZER ANODE; CARBON DIOXIDE COELECTROLYSER; ELECTROLYZER; H2O COELECTROLYSER; H2O COELECTROLYSIS; MINERALIZATION; EEO COELECTROLYSER; ANOLYTE CIRCUIT; AEM ELECTROLYZER; AEM ELECTROLYZER CELL,EP; CH; IT,ALIVE,AEM; Non-noble candidate
80590207,Electrolytic cell diaphragm for preparing carbon monoxide by electrolyzing carbon dioxide and application method,2018,2018,2021,,"Surface technology, coating",C25B; Y02E,C25B-001/00; C25B-001/04; C25B-009/73; C25B-013/02; C25B-013/08; Y02E-060/36,C25B,C25B-001/00; C25B-013/02; C25B-013/08,ELECTROLYTIC CELL DIAPHRAGM; METHANEDIONE; METHANEDIONE RESOURCE UTILIZATION; METHANEDIONE ELECTROLYSIS; POROUS POLYBENZIMIDAZOLE FILM; POROUS ETHENE; METHANEDIONE ELECTROREDUCTION,CN,ALIVE,Non-noble candidate
86310831,A method for generating gas mixtures comprising carbon monoxide and carbon dioxide for use in synthesis reactions,2018,2018,2025,TOPSOE,"Basic materials chemistry; Chemical engineering; Environmental technology; Materials, metallurgy; Surface technology, coating",B01D; C01B; C10K; C25B; Y02E,B01D-005/00; B01D-053/00/2; B01D-053/26/5; B01D-2257/80; C01B-003/06; C01B-032/40; C01B-2203/02; C01B-2203/0495; C01B-2203/06; C01B-2203/12,B01D; C01B; C10K; C25B,B01D-005/00; B01D-053/00; B01D-053/26; C01B-003/02; C01B-003/06; C01B-032/40; C10K-001/04; C10K-003/02,CARBONYLATION PLANT; CATALYST PRODUCTION; GAS MIXTURE,DK,ALIVE,Non-noble candidate
87991721,"Electrolysis cell, electrolyzer and method for reducing co2",2018,2018,2025,COVESTRO,"Surface technology, coating",C25B; Y02P,C25B-001/00; C25B-001/23; C25B-009/19; C25B-009/23; C25B-009/75; C25B-009/77; C25B-011/032; C25B-011/075; C25B-011/081; C25B-015/08,C25B,C25B-001/23; C25B-009/00; C25B-009/19; C25B-009/23; C25B-009/40; C25B-009/70; C25B-009/75; C25B-009/77,ANODE HALF SHELL; ANODE LIQUID INLET; ANODE LIQUID OUTLET; ANODE REACTION PRODUCT; ANODE SPACE SEPARATION; CARBON DIOXIDE GAS; CATHODE HALF SHELL; CATHODE LIQUID; CATHODE LIQUID INLET; CATHODE LIQUID PASSAGE,EP; DE,ALIVE,Non-noble candidate; GDE
94621513,Electrochemical reduction of carbon dioxide to upgrade hydrocarbon feedstocks,2019,2019,2025,ARAMCO,"Organic fine chemistry; Surface technology, coating",C07C; C25B; Y02E; Y02P,C07C-051/12; C07C-051/15; C25B-001/02; C25B-001/04; C25B-001/23; C25B-003/05; C25B-003/07; C25B-003/23; C25B-003/25; C25B-003/26,C07C; C25B,C07C-051/12; C25B-001/04; C25B-001/23; C25B-003/05; C25B-003/07; C25B-003/23; C25B-009/19; C25B-013/07,AMENDSTATUS; CONDUIT; CONTROL VALVE; DISCHARGING CARBON MONOXIDE; METHANEDIONE ELECTROCHEMICAL REDUCTION; OLEFIN; OLEFIN OXIDE; SOLID OXIDE ELECTROLYSIS CELL,GR; US; SA,ALIVE,Non-noble candidate
106413270,"Carbon dioxide treatment appratus, carbon dioxide treatment method, and method of producing ethylene",2022,2022,2024,HONDA MOTOR,"Environmental technology; Materials, metallurgy; Surface technology, coating",B01D; C01B; C25B; Y02C,B01D-053/32/6; B01D-053/62; B01D-053/78; B01D-053/96/5; B01D-2251/306; B01D-2251/604; B01D-2257/504; B01D-2258/01; B01D-2258/06; C01B-032/50,B01D; C01B; C25B,B01D-053/14; B01D-053/32; B01D-053/62; B01D-053/78; C01B-032/50; C25B-001/23; C25B-003/03; C25B-003/25,ALKALI STATETHE ELECTROLYTE; CARBON DIOXIDE PROCESSING; CARBON DIOXIDE TREATMENT; CARBON DIOXIDE TREATMENT APPRATUS; CARBON MONOXIDE SUPPLY PATH; ELECTROCHEMICAL REACTION; ELECTROCHEMICAL REACTOR,JP,ALIVE,AEM; Non-noble candidate; GDE
107739736,Carbon monoxide electrolyzers used with reverse water gas shift reactors for the conversion of carbon dioxide into added...,2022,2022,2025,DIOXYCLE,"Chemical engineering; Materials, metallurgy; Organic fine chemistry; Surface technology, coating; Thermal processes and apparatus",B01D; B01J; C01B; C07B; C07C; C10G; C12P; C21B; C21C; C22B; C25B; E21B; F25J; F27D; G01N; H01M; Y02C; Y02E; Y02P,B01D-053/14/75; B01D-053/62; B01D-2251/208; B01D-2252/103; B01D-2252/20; B01D-2252/30; B01D-2257/504; B01D-2258/025; B01J-004/00/1; B01J-008/00/55,B01J; C01B; C07B; C07C; C21B; C21C; C25B; F27D,B01J-012/00; B01J-019/08; C01B-003/12; C01B-032/40; C07B-033/00; C07C-001/10; C07C-011/04; C07C-011/06,ADDED VALUE PRODUCT; CARBON DIOXIDE CONVERSION; CARBON MONOXIDE ELECTROLYTIC CELL; CARBON MONOXIDE ELECTROLYZER,US; FR,ALIVE,AEM; Non-noble candidate
108739790,Device and method for efficiently catalyzing electrochemical reduction of carbon dioxide by using carbon electrode,2023,2023,2024,HUNAN UNIVERSITY,"Surface technology, coating",C25B,C25B-001/23; C25B-009/19; C25B-011/043; C25B-011/054; C25B-011/065,C25B,C25B-001/23; C25B-009/19; C25B-011/043; C25B-011/054; C25B-011/065,CARBON ELECTRODE; CATALYZING ELECTROCHEMICAL REDUCTION; HALOGEN ANION IMIDAZOLE; ANODE ELECTRODE; CATHOLYTE; ANOLYTE; CATALYTIC CONVERSION SELECTIVITY; ACETONITRILE BALANCE; CATHODE ELECTRODE; RECYCLABLE ELECTROLYTE,CN,ALIVE,Non-noble candidate
111586005,"Carbon dioxide treatment device, carbon dioxide treatment method and ethylene production method",2023,2023,2025,HONDA MOTOR,"Environmental technology; Surface technology, coating",B01D; C25B,B01D-053/14/75; B01D-053/32/6; B01D-2257/502; B01D-2257/504; C25B-003/03; C25B-003/26; C25B-009/23; C25B-009/70,B01D; C25B,B01D-053/14; B01D-053/32; B01D-053/62; B01D-053/78; C25B-001/23; C25B-003/03; C25B-003/26; C25B-009/00,BIG ISSUE; CARBON DIOXIDE PROCESSING; CARBON DIOXIDE TREATMENT; ELECTROCHEMICAL REACTION; ELECTROCHEMICALLY REDUCING CARBON DIOXIDE,JP,ALIVE,Non-noble candidate; GDE
106753547,Carbon dioxide capture method and system capable of co-producing carbon monoxide and hydrogen,2022,2022,2026,SCATTERBO TECHNOLOGIES BEIJING; SEKA TOHRO BEIJING SCIENCE & TECHNOLOGY; XECA TURBO TECHNOLOGIES,"Chemical engineering; Environmental technology; Materials, metallurgy; Surface technology, coating",B01D; C01B; C01D; C25B; Y02E,B01D-053/14/25; B01D-053/14/75; B01D-053/14/93; B01D-053/62; B01D-2251/304; B01D-2257/504; C01B-013/02/33; C01B-013/02/85; C01D-007/00; C01D-007/07,B01D; B01J; C01B; C01D; C25B,B01D-053/14; B01D-053/18; B01D-053/62; B01J-023/06; B01J-023/10; B01J-023/52; B01J-023/755; B01J-023/835,CAPTURING CARBON DIOXIDE; CARBON DIOXIDE CAPTURE; CARBON DIOXIDE CAPTURING; CARBON DIOXIDE TRAPPING,CN,ALIVE,Non-noble candidate
98505907,Method for trapping and reducing carbon dioxide and co-producing oxygen or chlorine,2021,2021,2023,NORTHEASTERN UNIVERSITY OF CHINA,"Materials, metallurgy; Surface technology, coating",C01D; C25B,C01D-007/10; C25B-001/02; C25B-001/23; C25B-001/26; C25B-001/50; C25B-003/03; C25B-003/07; C25B-003/25; C25B-009/21,C01D; C25B,C01D-007/10; C25B-001/02; C25B-001/23; C25B-001/26; C25B-001/50; C25B-003/03; C25B-003/07; C25B-003/25,CHLORINE; COPRODUCING OXYGEN; REDUCING CARBON DIOXIDE; TRAPPING; MIDDLE CATHODE CHAMBER,CN,ALIVE,AEM; Non-noble candidate
88204087,Three-chamber diaphragm electrolysis method for simultaneously preparing carbon monoxide and by-producing chlorine and b...,2019,2019,2020,KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,"Surface technology, coating",C25B,C25B-001/00; C25B-001/14; C25B-001/18; C25B-001/26; C25B-009/19,C25B,C25B-001/14; C25B-001/18; C25B-001/26; C25B-009/19,BICARBONATE; BYPRODUCT; CHAMBER DIAPHRAGM ELECTROLYSIS; DIAPHRAGM ELECTROLYSIS; METHANEDIONE; SIMULTANEOUSLY PRODUCING CHLORINE; THREE CHAMBER DIAPHRAGM ELECTROLYSIS; METHANEDIONE RESOURCE UTILIZATION; METHANEDIONE ELECTROLYSIS; ORGANIC ELECTROLYTE COMPOSITE,CN,DEAD,AEM; Non-noble candidate
111894530,Design method of non-noble metal monatomic electrocatalyst for carbon dioxide reduction reaction,2024,2024,2024,NUAA - NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS,"Surface technology, coating",C25B,C25B-001/23; C25B-003/26; C25B-011/089,C25B,C25B-001/23; C25B-003/26; C25B-011/089,CARBON DIOXIDE REDUCTION REACTION; DESIGN METHOD; METAL MONOATOMIC ELECTROCATALYST; NONNOBLE METAL MONOATOMIC ELECTROCATALYST; REDUCTION REACTION; TMDS MONOLAYER; BIAXIAL STRAIN; CR MONOATOM; NONNOBLE METAL MONOATOM; MONO LAYER TRANSITION GROUP,CN,ALIVE,Non-noble candidate
105028031,Device and method for preparing carbon monoxide and pypocholoride by electrolyzing carbon dioxide and metal chloride,2022,2022,2023,KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,"Surface technology, coating",C25B,C25B-001/23; C25B-001/26; C25B-009/19; C25B-009/60; C25B-011/036,C25B,C25B-001/23; C25B-001/26; C25B-009/19; C25B-009/60; C25B-011/036,BIPOLAR MEMBRANE; HYPOCHLORITE; METAL CHLORIDE; HOMOGENEOUS ELECTROCATALYST; ORGANIC ELECTROLYTE COMPOSITE; QUATERNIZED POLYPHENYL ETHER; RESOURCE UTILIZATION; CATHODE CHAMBER; CATION PERMEATION LAYER; ANODE CHAMBER,CN,ALIVE,GDE
116293199,Difunctional composite membrane for preparing carbon monoxide and co-producing chlorine and carbonate by electrolyzing c...,2025,2025,2025,KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,"Surface technology, coating",C25B,C25B-001/00; C25B-001/26; C25B-003/04; C25B-009/08; C25B-013/02; C25B-013/08,C25B,C25B-001/01; C25B-001/23; C25B-001/26; C25B-013/02; C25B-013/08,CARBONATE; COPRODUCING CHLORINE; FUNCTIONAL COMPOSITE MEMBRANE; COMPOSITE MEMBRANE; DUAL FUNCTIONAL COMPOSITE MEMBRANE; RESTRICTION COOPERATIVE; HYDROPHOBIC POROUS LAYER; CARBON DIOXIDE ELECTROREDUCTION; SUSTAINABLE CARBON RESOURCE UTILIZATION; SULFONATED POLYARYL ETHERKETONE,CN,ALIVE,Non-noble candidate; GDE
116120311,"(WO2025/201166) Electrochemical reactor and application thereof, method for producing ethylene/carbon monoxide by electr...",2024,2024,2025,SINOPEC,"Surface technology, coating",C25B,C25B-001/00; C25B-001/23; C25B-003/00; C25B-003/03; C25B-003/04; C25B-003/25; C25B-003/26; C25B-009/60; C25B-011/03; C25B-011/031,C25B,C25B-001/00; C25B-001/23; C25B-003/00; C25B-003/03; C25B-003/25; C25B-003/26; C25B-009/60; C25B-011/03,CARBON DIOXIDE ELECTROCHEMICAL REFORMING; CATALYST; ELECTROCHEMICAL REACTOR; ELECTROCHEMICAL REFORMING; ETHYLENE; ETHYLENE PRODUCTION; METHANE,CN,ALIVE,Non-noble candidate
98749181,Method for reduction co-electrolysis of chloride and carbon dioxide based on ordered mesoporous catalyst,2021,2021,2022,DALIAN UNIVERSITY OF TECHNOLOGY,"Surface technology, coating",C25B,C25B-001/23; C25B-001/26/5; C25B-011/091,C25B,C25B-001/23; C25B-001/26; C25B-011/091,CARRYING OUT REDUCTION; CHLORIDE COELECTROLYSIS; CHLORIDE REDUCTION COELECTROLYSIS; MESOPOROUS CATALYST; ORDERED MESOPOROUS CATALYST,CN,ALIVE,Non-noble candidate
86205375,Electrolytic cell and electrolytic device,2018,2018,2024,AKITA UNIVERSITY; HIROSAKI UNIVERSITY; JAPAN SCIENCE & TECHNOLOGY AGENCY; TOKYO INSTITUTE OF TECHNOLOGY,"Materials, metallurgy; Surface technology, coating",C01B; C01F; C25B,C01B-032/40; C01F-007/16; C25B-001/00; C25B-001/02; C25B-001/23; C25B-009/06; C25B-009/10; C25B-009/17; C25B-009/23; C25B-011/04/26,C01B; C01F; C25B,C01B-032/40; C01F-007/16; C01F-007/164; C01F-007/166; C25B-001/00; C25B-001/02; C25B-001/135; C25B-001/23,7AL2O; AMENDSTATUS; CARBON DIOXIDE DECOMPOSITION; ELECTROLYSIS; ELECTROLYSIS CELL; ELECTROLYTIC CELL,JP,ALIVE,Non-noble candidate
83842416,Electrolyzer for gaseous carbon dioxide,2017,2017,2020,PENN STATE RESEARCH FOUNDATION; UNIVERSITY OF BRITISH COLUMBIA,"Surface technology, coating",C25B; Y02E,C25B-001/00; C25B-001/04; C25B-001/10; C25B-003/04; C25B-003/25; C25B-003/26; C25B-009/08; C25B-009/10; C25B-009/19; C25B-009/23,C25B,C25B-003/25; C25B-009/19; C25B-009/23; C25B-013/00; C25B-013/08; C25B-015/08,BIPOLAR MEMBRANE; CELL; ELECTROCATALYTICALLY REDUCING METHANEDIONE; ELECTROCHEMICAL DEVICE; ELECTROLYTIC CELL; ELECTROLYZER; FEATURE SUBCOMBINATION; GASEOUS METHANEDIONE; METHANEDIONE ELECTROCHEMICAL REDUCTION; REDUCING PRODUCT CROSSOVER,US; CA,DEAD,AEM; Non-noble candidate; GDE
96376807,"Electrolytic cell unit, electrolytic cell device, hydrocarbon preparing system, and methods for manufacturing and using ...",2020,2020,2026,OSAKA GAS,"Basic materials chemistry; Chemical engineering; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",B01D; B01J; C01B; C07B; C07C; C10G; C25B; Y02E; Y02P,B01D-053/14/75; B01J-021/06/3; B01J-021/06/6; B01J-021/08; B01J-021/18; B01J-023/00/2; B01J-023/14; B01J-023/34; B01J-023/42; B01J-023/44,B01J; C01B; C07B; C07C; C10G; C25B,B01J-023/42; B01J-023/46; B01J-023/63; B01J-023/648; B01J-023/652; B01J-023/745; B01J-023/755; B01J-023/83,COUNTER ELECTRODE LAYER; DISCHARGE PASSAGE; DISCHARGE PATH; DISCHARGE PATH INNER SURFACE; ELECTRICAL POWER SUPPLY; ELECTRODE LAYER; ELECTROLYSIS CELL,JP,ALIVE,Non-noble candidate
106574607,"Electrode catalyst layer for electrolysis cell, electrode for electrolysis cell, and carbon dioxide electrolytic device",2022,2022,2025,TOSHIBA,"Chemical engineering; Materials, metallurgy; Surface technology, coating",C25B,C25B-001/23; C25B-003/26; C25B-009/17; C25B-009/19; C25B-011/052; C25B-011/054; C25B-011/065; C25B-011/069; C25B-011/095,B01J; C01B; C25B,B01J-023/66; B01J-031/26; B01J-035/00; B01J-035/45; C01B-032/40; C25B-001/04; C25B-001/23; C25B-003/26,CARBON DIOXIDE ELECTROLYSIS; CARBON DIOXIDE ELECTROLYSIS CELL; CARBON DIOXIDE ELECTROLYTIC CELL; CARBON DIOXIDE ELECTROLYTIC DEVICE,JP,ALIVE,Non-noble candidate; GDE
86048379,Electrolytic cell and electrolytic device for carbon dioxide,2018,2018,2021,TOSHIBA,"Surface technology, coating",C25B; Y02E,C25B-001/04; C25B-001/10; C25B-003/03; C25B-003/04; C25B-003/07; C25B-003/25; C25B-003/26; C25B-009/10; C25B-009/23; C25B-009/65,C25B,C25B-003/25; C25B-003/26; C25B-009/23; C25B-009/73; C25B-015/08,ANODE SECTION; CARBON DIOXIDE ELECTROLYSIS CELL; ELECTROLYSIS; ELECTROLYSIS CELL; ELECTROLYTIC CELL,JP,ALIVE,MEA; AEM; Non-noble candidate; GDE
116977017,(WO2025/252960) Method and apparatus for the electrochemical reduction of carbon dioxide,2024,2024,2025,FRAUNHOFER,"Materials, metallurgy; Surface technology, coating",C25B,C25B-001/23; C25B-003/26; C25B-009/05; C25B-009/67; C25B-015/021; C25B-015/081; C25B-015/083; C25B-015/085; C25B-015/087,C01B; C25B,C01B-003/02; C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/05; C25B-009/67; C25B-015/021,ELECTROLYSIS; CRYOGENIC SEPARATION; COLLECTION CONTAINER; ELECTROLYSIS CELL; COLLECTION VESSEL; REFRIGERATION PRODUCTION,DE,ALIVE,Non-noble candidate
93172689,Carbon dioxide electrolytic device and method for electrolyzing carbon dioxide,2019,2019,2024,TOSHIBA,"Surface technology, coating",C25B; Y02E; Y02P,C25B-001/00; C25B-001/04; C25B-003/04; C25B-003/25; C25B-009/08; C25B-009/19; C25B-009/73; C25B-015/02; C25B-015/023; C25B-015/025,C25B,C25B-001/00; C25B-001/23; C25B-003/03; C25B-003/07; C25B-003/26; C25B-009/00; C25B-009/19; C25B-015/00,CARBON DIOXIDE ELECTROLYSIS; CARBON DIOXIDE ELECTROLYZER; CARBON DIOXIDE GAS TURBINE; CARBON DIOXIDE GENERATION; CARBON DIOXIDE SUPPLY; ELECTRICAL CONDUCTIVITY; ELECTRICAL CONDUCTIVITY METER; ELECTROLYSIS CELL,JP,ALIVE,Non-noble candidate
105486835,Co-electrolysis method coupling carbon dioxide reduction and sulfide oxidation,2023,2023,2025,SHAANXI NORMAL UNIVERSITY,"Surface technology, coating",C25B,C25B-001/00; C25B-001/01; C25B-003/04; C25B-003/26; C25B-009/08; C25B-009/65; C25B-011/032; C25B-011/04/47,C25B,C25B-001/01; C25B-003/26; C25B-009/65; C25B-011/032,CARBON DIOXIDE REDUCTION; COELECTROLYSIS; REINFORCED COELECTROLYSIS; SULFIDE OXIDATION; ANODE SULFIDE OXIDATION; CATHOLYTE CAVITY; COELECTROLYSIS CATHODE,CN,ALIVE,Non-noble candidate; GDE
77016544,Method and device for the electrochemical utilization of carbon dioxide,2016,2016,2020,SIEMENS ENERGY,"Materials, metallurgy; Surface technology, coating",C25B; Y02E,C25B-001/00; C25B-001/04; C25B-001/10; C25B-009/08; C25B-009/19; C25B-009/73; C25B-015/08; Y02E-060/36,C01B; C25B,C01B-032/40; C25B-009/19; C25B-015/08,CARBON DIOXIDE ELECTROCHEMICAL UTILIZATION; ELECTRO CHEMICAL UTILIZATION,DE,ALIVE,Non-noble candidate
86310832,"Method for the generation of a gas mixture comprising carbon monoxide, carbon dioxide and hydrogen and for performing a ...",2018,2018,2025,TOPSOE,"Basic materials chemistry; Materials, metallurgy; Organic fine chemistry; Surface technology, coating",C01B; C07C; C10K; C25B; Y02E; Y02P,C01B-003/06; C01B-032/40; C01B-2203/02; C01B-2203/0495; C01B-2203/06; C01B-2203/12; C07C-045/50; C10K-001/04; C10K-003/02/6; C25B-001/00,C01B; C07C; C10K; C25B,C01B-003/06; C01B-032/40; C07C-045/50; C10K-001/04; C10K-003/02; C25B-001/00; C25B-001/04; C25B-001/042,GAS MIXTURE,DK,ALIVE,Non-noble candidate
112675495,(WO2024/256455) Gas diffusion electrode and use thereof,2023,2023,2026,FRAUNHOFER,"Electrical machinery, apparatus, energy; Surface technology, coating",C25B,C25B-001/00; C25B-001/23; C25B-003/04; C25B-003/07; C25B-003/26; C25B-009/00; C25B-009/08; C25B-009/10; C25B-011/03/5; C25B-011/032,C25B; H01M,C25B-001/23; C25B-003/26; C25B-009/19; C25B-009/23; C25B-011/031; C25B-011/032; C25B-011/051; C25B-011/052,ANION EXCHANGE MEMBRANE; ANODE CHAMBER; CATHODE CHAMBER; ELECTROLYTIC CELL; GAS DIFFUSION ELECTRODE; HYDROPHOBIC CATALYST LAYER,DE,ALIVE,AEM; Non-noble candidate; GDE
